PERIODO,MES,AGENCIA,SERVICIO HOSPEDAJE,VENTAS HOSPEDAJE EN MILES DE PESOS,SERVICIOS AEREOS,VENTAS AEREOS EN MILES DE PESOS,SERVICIOS TERRESTRE,VENTAS TERRESTRE EN MILES DE PESOS,SERVICIOS EXCURSIONES,VENTAS EXCURSIONES EN MILES DE PESOS,SERVICIOS PAQUETES PROPIOS,VENTAS PAQUETES PROPIOS EN MILES DE PESOS,SERVICIOS PAQUETES NO PROPIOS,VENTAS PAQUETES NO PROPIOS EN MILES DE PESOS,SERVICIOS TURISMO DE NEGOCIOS,VENTAS TURISMO DE NEGOCIOS EN MILES DE PESOS,SERVICIOS BALNEARIO Y O PARQUES RECREATIVOS,VENTAS BALNEARIO Y O PARQUES RECREATIVOS EN MILES DE PESOS
2015,ENERO JUNIO,HERMOSILLO SONORA,23,32.54,105,6587.01,209,2062.56,0,0,0,0,15,76.13,0,0,0,0
2015,ENERO JUNIO,VILLAHERMOSA TABASCO,5,14.43,24,2160.7,105,4139.62,0,0,0,0,29,161.06,0,0,0,0
2015,ENERO JUNIO,TAMPICO TAMAULIPAS,5,6.19,503,2642.04,11,130.95,0,0,0,0,25,225.27,0,0,0,0
2015,ENERO JUNIO,TLAXCALA TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,ENERO JUNIO,JALAPA VERACRUZ,0,0,168,842.24,0,0,0,0,0,0,11,45.05,0,0,0,0
2015,ENERO JUNIO,MERIDA YUCATAN,0,0,31,6744.73,0,0,0,0,0,0,0,0,0,0,0,0
2015,ENERO JUNIO,ZACATECAS ZACATECAS,2,12.12,429,2209.54,176,908.59,0,0,0,0,59,590.43,0,0,0,0
2015,JULIO DICIEMBRE,REFORMA,1428,3398.47,4677,151667.69,353,35105.36,0,0,0,0,2018,33201.97,372,222355.67,327,100.09
2015,JULIO DICIEMBRE,ASOCIACION AUTONOMA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,135,348.91,13,648.86,15,4.58,0,0,0,0,79,981.26,0,0,33,9.81
2015,JULIO DICIEMBRE,SAN FERNANDO,192,437.71,539,23194.12,0,0,0,0,0,0,105,1401.27,0,0,21,5.91
2015,JULIO DICIEMBRE,CONSEJO DE LA  JUDICATURA,34,106.59,27,1734.79,0,0,0,0,0,0,9,197,0,0,55,16.58
2015,JULIO DICIEMBRE,AGUASCALIENTES AGUASCALIENTES,13,89.74,51,2089.19,1213,2841.56,0,0,0,0,463,4606.15,0,0,0,0
2015,JULIO DICIEMBRE,MEXICALI BAJA CALIFORNIA,0,0,1192,8097.05,3033,1886.99,0,0,0,0,23,195.8,0,0,0,0
2015,JULIO DICIEMBRE,LA PAZ BAJA CALIFORMIA SUR,1,0.11,288,12590.9,13765,8218.17,0,0,0,0,43,128.98,0,0,0,0
2015,JULIO DICIEMBRE,CAMPECHE CAMPECHE,6,3.59,39,3184.27,0,0,0,0,0,0,29,103.35,0,0,0,0
2015,JULIO DICIEMBRE,SALTILLO COAHUILA,31,110.14,1969,6814.75,5314,13717.62,0,0,0,0,53,98.61,0,0,0,0
2015,JULIO DICIEMBRE,COLIMA COLIMA,17,30.63,36,1936.41,1380,2349.71,0,0,0,0,178,349.29,0,0,0,0
2015,JULIO DICIEMBRE,TUXTLA GUTIERREZ CHIAPAS,8,34.79,2836,12078.82,6105,14611.6,0,0,0,0,5,13.57,0,0,0,0
2015,JULIO DICIEMBRE,CHIHUAHUA CHIHUAHUA,34,47.25,28,6633.34,602,4345.61,0,0,0,0,7,10.28,0,0,0,0
2015,JULIO DICIEMBRE,DURANGO DURANGO,17,106.9,1016,4743.91,3867,5778.62,0,0,0,0,49,382.72,0,0,0,0
2015,JULIO DICIEMBRE,CELAYA GUANAJUATO,22,125.16,1,49.28,19670,11697.75,0,0,0,0,101,742.67,0,0,0,0
2015,JULIO DICIEMBRE,ACAPULCO GUERRERO,113,124.19,1,70.11,26161,11160.08,0,0,0,0,26,54.75,0,0,0,0
2015,JULIO DICIEMBRE,PACHUCA HIDALGO,51,151.59,8,217.81,0,0,0,0,0,0,117,938.48,0,0,0,0
2015,JULIO DICIEMBRE,GUADALAJARA JALISCO,0,0,143,804.36,6147,16381.41,0,0,0,0,24,110.72,0,0,0,0
2015,JULIO DICIEMBRE,TOLUCA ESTADO MEXICO,165,459.41,43,508.27,0,0,0,0,0,0,113,1826.35,0,0,0,0
2015,JULIO DICIEMBRE,MORELIA MICHOACAN,8,56.73,1,142.52,618,23634.57,0,0,0,0,4,101.59,0,0,0,0
2015,JULIO DICIEMBRE,CUERNAVACA MORELOS,385,686.4,7,481.68,4,76.13,0,0,0,0,75,991.7,0,0,0,0
2015,JULIO DICIEMBRE,TEPIC NAYARIT,20,49.01,402,2295.68,465,3446.22,0,0,0,0,42,331.57,0,0,0,0
2015,JULIO DICIEMBRE,MONTERREY NUEVO LEON,4,19.34,362,1807.03,57,2234.01,0,0,0,0,57,758.61,0,0,0,0
2015,JULIO DICIEMBRE,OAXACA OAXACA,6,8.38,131,1725.59,197,1544.4,0,0,0,0,35,129.27,0,0,0,0
2015,JULIO DICIEMBRE,PUEBLA PUEBLA,54,113.68,16,78.67,34,100.11,0,0,0,0,84,1225.66,0,0,0,0
2015,JULIO DICIEMBRE,QUERETARO QUERETARO,12,33.08,15,137.82,4336,2278.26,0,0,0,0,90,296.41,0,0,0,0
2015,JULIO DICIEMBRE,CHETUMAL QUINTANA ROO,0,0,94,6167.81,7306,6146.23,0,0,0,0,21,84.83,0,0,0,0
2015,JULIO DICIEMBRE,SAN LUS POTOSI SAN LUIS POTOSI,119,765.05,41,248.29,651,11772.4,0,0,0,0,0,0,0,0,0,0
2015,JULIO DICIEMBRE,CULIACAN SINALOA,0,0,22,14210,223,1387.85,0,0,0,0,13,69.01,0,0,0,0
2015,JULIO DICIEMBRE,HERMOSILLO SONORA,18,38.87,139,7900.81,355,4999.46,0,0,0,0,27,110.91,0,0,0,0
2015,JULIO DICIEMBRE,VILLAHERMOSA TABASCO,6,27.42,16,2373.54,49,2265.6,0,0,0,0,13,82.59,0,0,0,0
2015,JULIO DICIEMBRE,TAMPICO TAMAULIPAS,0,0,470,2346.54,30,14.03,0,0,0,0,36,293.62,0,0,0,0
2015,JULIO DICIEMBRE,TLAXCALA TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,JULIO DICIEMBRE,JALAPA VERACRUZ,0,0,138,643.85,0,0,0,0,0,0,16,91.53,0,0,0,0
2015,JULIO DICIEMBRE,MERIDA YUCATAN,0,0,8,9346.32,0,0,0,0,0,0,3,12.54,0,0,0,0
2015,JULIO DICIEMBRE,ZACATECAS ZACATECAS,8,31.09,307,1545.38,663,1329.79,0,0,0,0,52,273.76,0,0,0,0
2016,ENERO JUNIO,REFORMA,770,1833.29,2714,145655.13,87,5866.63,9,932.42,376,1459.64,2297,16441.94,64,12137.02,68,22.31
2016,ENERO JUNIO,ASOCIACION AUTONOMA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,102,210.85,41,705.83,10,1.18,0,0,0,0,93,919.64,0,0,8,1.92
2016,ENERO JUNIO,SAN FERNANDO,195,441.8,362,19335.37,0,0,0,0,1,4.29,103,499.68,0,0,9,2.23
2016,ENERO JUNIO,CONSEJO DE LA  JUDICATURA,42,72.37,3,1203.3,0,0,0,0,0,0,20,198.87,0,0,52,15.89
2016,ENERO JUNIO,AGUASCALIENTES AGUASCALIENTES,23,132.44,39,2268.87,995,2662.49,0,0,0,0,671,8523.03,0,0,0,0
2016,ENERO JUNIO,MEXICALI BAJA CALIFORNIA,0,0,1095,6974.27,3894,2309.34,0,0,0,0,12,41.83,0,0,0,0
2016,ENERO JUNIO,LA PAZ BAJA CALIFORMIA SUR,0,0,149,10974.58,8145,8150.77,0,0,0,0,4,31.94,0,0,0,0
2016,ENERO JUNIO,CAMPECHE CAMPECHE,0,0,37,1966.13,0,0,0,0,0,0,18,192.93,0,0,0,0
2016,ENERO JUNIO,SALTILLO COAHUILA,10,39.18,1403,4318.36,1594,4475.5,0,0,0,0,92,496.68,0,0,0,0
2016,ENERO JUNIO,COLIMA COLIMA,8,4.33,53,1991.58,2194,2716.07,0,0,0,0,58,133.8,0,0,0,0
2016,ENERO JUNIO,TUXTLA GUTIERREZ CHIAPAS,4,2.57,2911,11371.53,2761,6587.47,0,0,0,0,1,2.46,0,0,0,0
2016,ENERO JUNIO,CHIHUAHUA CHIHUAHUA,14,32.86,66,5584.36,382,3528.44,0,0,0,0,0,0,0,0,0,0
2016,ENERO JUNIO,DURANGO DURANGO,0,0,832,3363.49,3970,5523.87,0,0,0,0,71,399.01,0,0,0,0
2016,ENERO JUNIO,CELAYA GUANAJUATO,9,30.93,1,45.58,15815,9793.59,0,0,0,0,54,558.11,0,0,0,0
2016,ENERO JUNIO,ACAPULCO GUERRERO,33,27.03,8,200.85,17247,7800.79,0,0,0,0,20,86.59,0,0,0,0
2016,ENERO JUNIO,PACHUCA HIDALGO,29,58.51,23,145.68,0,0,0,0,25,87.66,229,635.71,0,0,0,0
2016,ENERO JUNIO,GUADALAJARA JALISCO,0,0,120,694.08,5957,14422.8,0,0,0,0,47,202.59,0,0,0,0
2016,ENERO JUNIO,TOLUCA ESTADO MEXICO,131,313.12,43,674.75,0,0,0,0,30,83.24,131,1508.56,0,0,0,0
2016,ENERO JUNIO,MORELIA MICHOACAN,3,27.47,3,75.27,518,19503.36,0,0,0,0,3,18.52,0,0,0,0
2016,ENERO JUNIO,CUERNAVACA MORELOS,233,381.47,15,267.7,42,44.18,0,0,102,399.35,45,474.08,0,0,0,0
2016,ENERO JUNIO,TEPIC NAYARIT,13,32.52,349,1562.6,472,2962.6,0,0,0,0,10,81.56,0,0,0,0
2016,ENERO JUNIO,MONTERREY NUEVO LEON,3,47.68,295,1427.84,5,65.48,0,0,0,0,14,42.21,0,0,0,0
2016,ENERO JUNIO,OAXACA OAXACA,33,81.48,18,1573.19,45,369.13,0,0,0,0,15,195.91,0,0,0,0
2016,ENERO JUNIO,PUEBLA PUEBLA,25,90.92,3,2.08,6,18.1,0,0,8,96.26,71,638.7,0,0,0,0
2016,ENERO JUNIO,QUERETARO QUERETARO,59,160.22,1,40.27,2954,1568.9,0,0,0,0,0,0,0,0,0,0
2016,ENERO JUNIO,CHETUMAL QUINTANA ROO,0,0,72,7523.42,9916,6056.86,0,0,0,0,46,134.89,0,0,0,0
2016,ENERO JUNIO,SAN LUS POTOSI SAN LUIS POTOSI,4,2.92,22,172.33,245,7852.5,0,0,0,0,0,0,0,0,0,0
2016,ENERO JUNIO,CULIACAN SINALOA,0,0,130,16488,205,1321.82,0,0,0,0,5,13.95,0,0,0,0
2016,ENERO JUNIO,HERMOSILLO SONORA,14,27.43,89,7354.75,251,3647.49,0,0,0,0,36,40.51,0,0,0,0
2016,ENERO JUNIO,VILLAHERMOSA TABASCO,1,4.25,21,2432.95,21,713.78,0,0,0,0,15,129.93,0,0,0,0
2016,ENERO JUNIO,TAMPICO TAMAULIPAS,0,0,542,2858.79,12,59.1,0,0,0,0,18,288.43,0,0,0,0
2016,ENERO JUNIO,TLAXCALA TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,ENERO JUNIO,JALAPA VERACRUZ,1,1.32,134,714.54,0,0,0,0,0,0,4,6.92,0,0,0,0
2016,ENERO JUNIO,MERIDA YUCATAN,0,0,22,8430.34,0,0,0,0,0,0,1,5.5,0,0,0,0
2016,ENERO JUNIO,ZACATECAS ZACATECAS,4,15.69,156,796.22,417,1098.93,0,0,0,0,103,473.93,0,0,0,0
2016,JULIO DICIEMBRE,REFORMA,1018,2714.03,2241,105288.54,128,10272.23,12,88.11,777,1300.25,1626,21722.09,105,24713.14,173,56.77
2016,JULIO DICIEMBRE,ASOCIACION AUTONOMA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,88,209.65,14,107.57,15,7.12,0,0,2,57.89,86,1163.09,0,0,17,5.38
2016,JULIO DICIEMBRE,SAN FERNANDO,249,671.4,255,2544.24,0,0,0,0,19,8.99,76,498.25,0,0,9,2.66
2016,JULIO DICIEMBRE,CONSEJO DE LA  JUDICATURA,27,69.57,3,1307.49,5,1.96,0,0,0,0,8,114.14,0,0,59,19.3
2016,JULIO DICIEMBRE,AGUASCALIENTES AGUASCALIENTES,16,126.25,169,860.19,565,3095.62,0,0,1,0.38,499,3972.86,0,0,0,0
2016,JULIO DICIEMBRE,MEXICALI BAJA CALIFORNIA,0,0,958,8184.19,3013,1604.02,0,0,0,0,8,31.53,0,0,0,0
2016,JULIO DICIEMBRE,LA PAZ BAJA CALIFORMIA SUR,0,0,161,11626.82,17747,12558.74,0,0,0,0,10,61.93,0,0,0,0
2016,JULIO DICIEMBRE,CAMPECHE CAMPECHE,22,13.08,58,2688.41,0,0,0,0,0,0,14,122.79,0,0,0,0
2016,JULIO DICIEMBRE,SALTILLO COAHUILA,44,130.01,1236,4275.87,40,677.11,0,0,0,0,69,434.03,0,0,0,0
2016,JULIO DICIEMBRE,COLIMA COLIMA,16,24.82,139,1728.89,1531,3272.77,0,0,0,0,27,198.09,0,0,0,0
2016,JULIO DICIEMBRE,TUXTLA GUTIERREZ CHIAPAS,2,1.08,792,13498.66,5713,13211.89,0,0,0,0,1,1.48,0,0,0,0
2016,JULIO DICIEMBRE,CHIHUAHUA CHIHUAHUA,41,140.35,18,2678.07,483,3877.81,0,0,0,0,0,0,0,0,0,0
2016,JULIO DICIEMBRE,DURANGO DURANGO,15,68,836,3729.69,4000,6137.9,0,0,0,0,59,408.01,0,0,0,0
2016,JULIO DICIEMBRE,CELAYA GUANAJUATO,13,53.28,1,53.1,17607,10814.95,0,0,0,0,36,519.34,0,0,0,0
2016,JULIO DICIEMBRE,ACAPULCO GUERRERO,67,66.76,3,156.49,25351,11262.83,0,0,0,0,34,232.32,0,0,0,0
2016,JULIO DICIEMBRE,PACHUCA HIDALGO,27,74.44,6,24.84,0,0,0,0,350,782.24,99,611.76,0,0,0,0
2016,JULIO DICIEMBRE,GUADALAJARA JALISCO,0,0,88,675.99,1867,18155.66,0,0,0,0,33,113.32,0,0,0,0
2016,JULIO DICIEMBRE,TOLUCA ESTADO MEXICO,101,283.96,6,118.72,0,0,0,0,278,692.09,116,2175.53,0,0,0,0
2016,JULIO DICIEMBRE,MORELIA MICHOACAN,3,23.47,4,77.47,679,27515.81,0,0,0,0,0,0,0,0,0,0
2016,JULIO DICIEMBRE,CUERNAVACA MORELOS,379,643.74,13,267.26,3,26,0,0,122,432,32,315.97,0,0,0,0
2016,JULIO DICIEMBRE,TEPIC NAYARIT,24,74.7,312,1376.63,488,3479.56,0,0,0,0,25,163.47,0,0,0,0
2016,JULIO DICIEMBRE,MONTERREY NUEVO LEON,4,18.4,293,1386.99,0,0,0,0,0,0,2,18.67,0,0,0,0
2016,JULIO DICIEMBRE,OAXACA OAXACA,45,231.82,20,11420.9,34,39.72,0,0,133,458.15,18,426.23,0,0,0,0
2016,JULIO DICIEMBRE,PUEBLA PUEBLA,60,132.46,2,39.71,0,0,0,0,4,186.56,50,697.79,0,0,0,0
2016,JULIO DICIEMBRE,QUERETARO QUERETARO,38,89.11,9,99.07,3859,2451.59,0,0,1,16.48,8,157.02,0,0,0,0
2016,JULIO DICIEMBRE,CHETUMAL QUINTANA ROO,8,2.82,193,8762.07,6999,5019.84,0,0,0,0,0,0,0,0,0,0
2016,JULIO DICIEMBRE,SAN LUS POTOSI SAN LUIS POTOSI,42,80.49,30,153.42,534,11756.36,0,0,0,0,0,0,0,0,0,0
2016,JULIO DICIEMBRE,CULIACAN SINALOA,0,0,112,19100.29,220,1359.79,0,0,0,0,9,35.78,0,0,0,0
2016,JULIO DICIEMBRE,HERMOSILLO SONORA,15,19.77,116,8472.47,297,3849.55,0,0,0,0,7,9.47,0,0,0,0
2016,JULIO DICIEMBRE,VILLAHERMOSA TABASCO,2,2.37,57,2248.72,70,3592.91,0,0,0,0,17,97.48,0,0,0,0
2016,JULIO DICIEMBRE,TAMPICO TAMAULIPAS,0,0,423,2157.19,13,83.66,0,0,0,0,32,116.68,0,0,0,0
2016,JULIO DICIEMBRE,TLAXCALA TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,JULIO DICIEMBRE,JALAPA VERACRUZ,4,10.03,85,361.03,0,0,0,0,0,0,6,61.52,0,0,0,0
2016,JULIO DICIEMBRE,MERIDA YUCATAN,0,0,44,10159.01,0,0,0,0,0,0,0,0,0,0,0,0
2016,JULIO DICIEMBRE,ZACATECAS ZACATECAS,4,16.05,219,1068.62,209,1748.31,0,0,0,0,165,756.24,0,0,0,0
2017,ENERO JUNIO,REFORMA,935,2880.7,2668,73164.96,62,4832.7,0,0,1971,2714.3,962,14728.49,0,0,158,54.06
2017,ENERO JUNIO,ASOCIACION AUTONOMA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,97,208.07,26,216.34,0,0,0,0,18,4.93,145,2335.18,0,0,2,0.35
2017,ENERO JUNIO,SAN FERNANDO,285,681.28,153,2939.14,0,0,0,0,87,135.69,76,778.3,0,0,1,0.03
2017,ENERO JUNIO,CONSEJO DE LA  JUDICATURA,24,32.69,11,1349.24,0,0,0,0,0,0,13,162.69,0,0,67,22.56
2017,ENERO JUNIO,AGUASCALIENTES AGUASCALIENTES,10,84.91,60,469.11,649,3052.23,0,0,0,0,544,5029.4,0,0,0,0
2017,ENERO JUNIO,MEXICALI BAJA CALIFORNIA,0,0,318,7394.9,3459,2054.95,0,0,0,0,17,200.32,0,0,0,0
2017,ENERO JUNIO,LA PAZ BAJA CALIFORMIA SUR,0,0,79,9286.32,10601,9377.32,0,0,0,0,22,112.92,0,0,0,0
2017,ENERO JUNIO,CAMPECHE CAMPECHE,25,28.12,20,1549.71,0,0,0,0,0,0,10,37.32,0,0,0,0
2017,ENERO JUNIO,SALTILLO COAHUILA,6,22.2,124,2838.98,9717,14506.37,0,0,0,0,163,851.03,0,0,0,0
2017,ENERO JUNIO,COLIMA COLIMA,0,0,91,1614.78,1621,3004,0,0,0,0,47,252.3,0,0,0,0
2017,ENERO JUNIO,TUXTLA GUTIERREZ CHIAPAS,4,7.04,131,10627.56,2486,6138.68,0,0,1,9.46,3,36.15,0,0,0,0
2017,ENERO JUNIO,CHIHUAHUA CHIHUAHUA,38,78.13,34,1980.58,433,3661.49,0,0,0,0,2,21.14,0,0,0,0
2017,ENERO JUNIO,DURANGO DURANGO,17,62.06,151,1477.16,3923,6207.01,0,0,0,0,29,170.8,0,0,0,0
2017,ENERO JUNIO,CELAYA GUANAJUATO,18,66.48,5,28.07,11479,9438.02,0,0,0,0,56,899.45,0,0,0,0
2017,ENERO JUNIO,ACAPULCO GUERRERO,60,82.61,6,76.9,18016,8958.04,0,0,0,0,66,320.68,0,0,0,0
2017,ENERO JUNIO,PACHUCA HIDALGO,22,35.09,1,9.24,0,0,0,0,554,551.93,41,566.55,0,0,0,0
2017,ENERO JUNIO,GUADALAJARA JALISCO,0,0,27,559.5,4097,18312.39,0,0,0,0,43,224.94,0,0,0,0
2017,ENERO JUNIO,TOLUCA ESTADO MEXICO,165,472.53,9,63.95,0,0,0,0,350,944.3,105,2016.38,0,0,0,0
2017,ENERO JUNIO,MORELIA MICHOACAN,5,67.81,8,109.93,536,19601.45,0,0,0,0,0,0,0,0,0,0
2017,ENERO JUNIO,CUERNAVACA MORELOS,476,888.61,3,34.17,102,103.64,0,0,170,881.77,28,268.04,0,0,0,0
2017,ENERO JUNIO,TEPIC NAYARIT,5,11.36,96,852.81,292,3423.18,0,0,0,0,18,174.47,0,0,0,0
2017,ENERO JUNIO,MONTERREY NUEVO LEON,6,72.13,72,1144.8,610,523.52,0,0,0,0,2,53.4,0,0,0,0
2017,ENERO JUNIO,OAXACA OAXACA,10,52.63,9,648.31,0,0,0,0,31,164.93,18,873.52,0,0,0,0
2017,ENERO JUNIO,PUEBLA PUEBLA,16,26.85,4,27.03,0,0,0,0,4,327.31,74,2106.14,0,0,0,0
2017,ENERO JUNIO,QUERETARO QUERETARO,9,32.04,2,34.84,3465,1979.78,0,0,0,0,37,239.64,0,0,0,0
2017,ENERO JUNIO,CHETUMAL QUINTANA ROO,0,0,7,25.11,44,695.01,0,0,0,0,1,0.12,0,0,0,0
2017,ENERO JUNIO,SAN LUS POTOSI SAN LUIS POTOSI,0,0,2,13.49,414,11959.64,0,0,0,0,0,0,0,0,0,0
2017,ENERO JUNIO,CULIACAN SINALOA,0,0,109,20023.15,220,1447.87,0,0,0,0,8,74.47,0,0,0,0
2017,ENERO JUNIO,HERMOSILLO SONORA,0,0,119,6189.79,152,1687.58,0,0,0,0,0,0,0,0,0,0
2017,ENERO JUNIO,VILLAHERMOSA TABASCO,1,2.11,57,2031.47,79,4309.03,0,0,0,0,23,322.83,0,0,0,0
2017,ENERO JUNIO,TAMPICO TAMAULIPAS,4,9.17,66,1726.84,1,51.15,0,0,0,0,10,25.04,0,0,0,0
2017,ENERO JUNIO,TLAXCALA TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,ENERO JUNIO,JALAPA VERACRUZ,0,0,21,268.46,0,0,0,0,0,0,3,17.07,0,0,0,0
2017,ENERO JUNIO,MERIDA YUCATAN,0,0,37,9552.8,0,0,0,0,0,0,0,0,0,0,0,0
2017,ENERO JUNIO,ZACATECAS ZACATECAS,0,0,175,1171.11,221,1103.99,0,0,0,0,57,325.46,0,0,0,0
2017,JULIO DICIEMBRE,REFORMA,715,2080.32,4996,95691.83,3108,70413.31,0,0,1602,2845.89,1025,13179.77,67,90224.5,151,53.31
2017,JULIO DICIEMBRE,ASOCIACION AUTONOMA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,84,252.7,11,124.12,0,0,0,0,21,52.24,134,2026.76,0,0,0,0
2017,JULIO DICIEMBRE,SAN FERNANDO,217,540.34,37,543.97,0,0,0,0,73,86.18,71,778.46,0,0,0,0
2017,JULIO DICIEMBRE,CONSEJO DE LA  JUDICATURA,29,83.8,26,461.31,0,0,0,0,8,2.21,12,151.11,0,0,54,18.18
2017,JULIO DICIEMBRE,AGUASCALIENTES AGUASCALIENTES,6,24.93,74,353.78,99,947.93,0,0,0,0,315,3296.69,0,0,0,0
2017,JULIO DICIEMBRE,MEXICALI BAJA CALIFORNIA,0,0,177,2190.52,626,467.33,0,0,0,0,29,248.91,0,0,0,0
2017,JULIO DICIEMBRE,LA PAZ BAJA CALIFORMIA SUR,0,0,98,853.46,6850,2547.71,0,0,0,0,21,265.47,0,0,0,0
2017,JULIO DICIEMBRE,CAMPECHE CAMPECHE,13,4.77,5,219.24,0,0,0,0,0,0,7,31.26,0,0,0,0
2017,JULIO DICIEMBRE,SALTILLO COAHUILA,0,0,3,119.66,1587,1944.08,0,0,0,0,138,348.67,0,0,0,0
2017,JULIO DICIEMBRE,COLIMA COLIMA,0,0,63,422.72,444,957.65,0,0,0,0,39,334.92,0,0,0,0
2017,JULIO DICIEMBRE,TUXTLA GUTIERREZ CHIAPAS,8,12.55,134,1063,1842,4528.64,0,0,0,0,23,86.39,0,0,0,0
2017,JULIO DICIEMBRE,CHIHUAHUA CHIHUAHUA,9,28.87,5,185.78,166,928.87,0,0,0,0,30,451.24,0,0,0,0
2017,JULIO DICIEMBRE,DURANGO DURANGO,16,74.49,61,629.06,1314,1850.71,0,0,0,0,57,371.01,0,0,0,0
2017,JULIO DICIEMBRE,CELAYA GUANAJUATO,17,76.47,0,0,2486,3108.39,0,0,1,10.06,44,956.49,0,0,0,0
2017,JULIO DICIEMBRE,ACAPULCO GUERRERO,27,36.55,1,25.31,3866,2054.55,0,0,0,0,46,397,0,0,0,0
2017,JULIO DICIEMBRE,PACHUCA HIDALGO,50,139.58,2,10.43,0,0,0,0,528,756.76,37,452.1,0,0,0,0
2017,JULIO DICIEMBRE,GUADALAJARA JALISCO,0,0,47,321.03,807,3686.54,0,0,0,0,30,239.54,0,0,0,0
2017,JULIO DICIEMBRE,TOLUCA ESTADO MEXICO,117,312.16,17,91.72,0,0,0,0,89,476.26,114,2465.92,0,0,0,0
2017,JULIO DICIEMBRE,MORELIA MICHOACAN,4,46.35,1,10.29,141,5749.85,0,0,0,0,6,97.64,0,0,0,0
2017,JULIO DICIEMBRE,CUERNAVACA MORELOS,364,822.56,2,16.98,7,6.1,0,0,430,1118.32,17,489.58,0,0,0,0
2017,JULIO DICIEMBRE,TEPIC NAYARIT,21,68.44,14,137.2,106,844.2,0,0,0,0,8,90.53,0,0,0,0
2017,JULIO DICIEMBRE,MONTERREY NUEVO LEON,4,44.49,8,64.8,3,163.2,0,0,0,0,1,30.23,0,0,0,0
2017,JULIO DICIEMBRE,OAXACA OAXACA,10,36.42,7,59.88,0,0,0,0,35,71.06,16,883.21,0,0,0,0
2017,JULIO DICIEMBRE,PUEBLA PUEBLA,13,24.27,8,31.14,0,0,0,0,3,406.52,73,1475.1,0,0,0,0
2017,JULIO DICIEMBRE,QUERETARO QUERETARO,1,1.48,0,0,1277,704.84,0,0,0,0,38,256.91,0,0,0,0
2017,JULIO DICIEMBRE,CHETUMAL QUINTANA ROO,0,0,9,41.19,9,69.84,0,0,0,0,0,0,0,0,0,0
2017,JULIO DICIEMBRE,SAN LUS POTOSI SAN LUIS POTOSI,0,0,0,0,184,3353.45,0,0,0,0,0,0,0,0,0,0
2017,JULIO DICIEMBRE,CULIACAN SINALOA,0,0,19,1122.69,125,576.27,0,0,0,0,14,91.11,0,0,0,0
2017,JULIO DICIEMBRE,HERMOSILLO SONORA,25,60.03,58,989.57,66,1070.73,0,0,0,0,2,6.39,0,0,0,0
2017,JULIO DICIEMBRE,VILLAHERMOSA TABASCO,2,4.72,6,325.62,19,1038.69,0,0,4,51.77,20,180.58,0,0,0,0
2017,JULIO DICIEMBRE,TAMPICO TAMAULIPAS,0,0,6,194.55,4,1.85,0,0,0,0,15,92.14,0,0,0,0
2017,JULIO DICIEMBRE,TLAXCALA TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,JULIO DICIEMBRE,JALAPA VERACRUZ,0,0,2,83.25,0,0,0,0,0,0,1,3.98,0,0,0,0
2017,JULIO DICIEMBRE,MERIDA YUCATAN,0,0,5,622.87,0,0,0,0,0,0,0,0,0,0,0,0
2017,JULIO DICIEMBRE,ZACATECAS ZACATECAS,0,0,7,140.49,62,839.28,0,0,0,0,88,579.25,0,0,0,0
2018,ENERO JUNIO,REFORMA,815,3285.37,2179,103454.25,4495,75363.65,0,0.00,2354,2003.30,697,55146.43,9,21009.27,110,39.93
